TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
2004M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,846.60",
2004M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.78,
2004M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),124.54,
2004M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,83.76,
2004M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,37.1,
2004M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),118.8,
2004M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.9,
2004M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),225.7,
2004M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.6,
2004M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),331.7,
2004M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.44,
2004M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,91.32,
2004M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),298.8,
2004M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,337.99,
2004M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,675.00",
2004M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.86,
2004M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),127.36,
2004M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,80.71,
2004M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.2,
2004M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),140.2,
2004M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.4,
2004M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),221.3,
2004M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2004M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),346.8,
2004M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.84,
2004M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,94.01,
2004M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),310.95,
2004M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,338.51,
2004M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,682.89",
2004M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.98,
2004M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),133.18,
2004M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,79,
2004M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,50.1,
2004M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),157.5,
2004M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.2,
2004M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),232.8,
2004M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.1,
2004M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),353.9,
2004M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.19,
2004M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,107.68,
2004M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),354.7,
2004M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,360.57,
2004M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,893.60",
2004M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.47,
2004M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),157.97,
2004M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,85.92,
2004M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.1,
2004M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),175.1,
2004M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.7,
2004M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),239,
2004M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.7,
2004M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),379.4,
2004M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.56,
2004M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103.87,
2004M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),345.57,
2004M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,371.78,
2004M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,997.29",
2004M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.96,
2004M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),226.49,
2004M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,84.56,
2004M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,57.2,
2004M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),180.8,
2004M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.4,
2004M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),219.9,
2004M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2004M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),346.6,
2004M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.57,
2004M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,126.37,
2004M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),417.14,
2004M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,394.1,
2004M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,220.17",
2004M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.69,
2004M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),259.94,
2004M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,88.2,
2004M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,59.8,
2004M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),190.2,
2004M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
2004M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),245.9,
2004M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.4,
2004M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),317.1,
2004M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.09,
2004M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2004M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,126.42,
2004M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),424.25,
2004M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,379.41,
2004M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,084.88",
2004M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.82,
2004M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),220.15,
2004M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,89.17,
2004M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2004M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,50.4,
2004M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165.6,
2004M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.2,
2004M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),236.9,
2004M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.2,
2004M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),305.8,
2004M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,21.36,
2004M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,84.02,
2005M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),270.34,
2005M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,364.04,
2005M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,884.46",
2005M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.14,
2005M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),192.03,
2005M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,83.31,
2005M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,26.8,
2005M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),84.71,
2005M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.1,
2005M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),225.7,
2005M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5,
2005M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),244.34,
2005M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.81,
2005M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,100.99,
2005M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),323.5,
2005M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,343.54,
2005M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,673.33",
2005M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.93,
2005M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),268.61,
2005M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,77.12,
2005M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,42.5,
2005M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),131.83,
2005M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,15.9,
2005M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),206.7,
2005M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.4,
2005M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),215.2,
2005M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.88,
2005M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,94.61,
2005M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),311.23,
2005M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,371.31,
2005M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,967.26",
2005M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.6,
2005M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),161.53,
2005M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,82.86,
2005M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.6,
2005M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),139.06,
2005M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.2,
2005M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),227.6,
2005M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.6,
2005M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),272.6,
2005M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.58,
2005M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,90.8,
2005M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),294.57,
2005M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,377.65,
2005M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,027.53",
2005M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.86,
2005M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),177.92,
2005M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,81.45,
2005M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,41.7,
2005M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),129.81,
2005M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.7,
2005M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),225.6,
2005M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.5,
2005M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),219.8,
2005M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.48,
2005M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,86.79,
2005M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),282.64,
2005M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,377.5,
2005M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,038.08",
2005M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.58,
2005M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),163.01,
2005M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,80.23,
2005M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,42.9,
2005M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),133.03,
2005M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.5,
2005M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),215.8,
2005M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2005M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),347.4,
2005M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.76,
2005M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,84.36,
2005M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),274.93,
2005M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,363.35,
2005M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,916.64",
2005M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.9,
2005M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),130.2,
2005M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,83.7,
2005M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.5,
2005M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),135.84,
2005M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.1,
2005M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),219.2,
2005M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.9,
2005M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),346,
2005M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.82,
2005M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,81.66,
2005M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),266,
2005M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,347.2,
2005M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,756.14",
2005M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.72,
2005M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),122.97,
2005M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,79.26,
2005M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,41.5,
2005M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),126.7,
2005M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.4,
2005M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),212.8,
2005M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.5,
2005M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),321.9,
2005M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.97,
2005M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,100.95,
2005M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),324.43,
2005M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,387.42,
2005M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,184.74",
2005M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.06,
2005M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),138.87,
2005M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,86.78,
2005M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,49.2,
2005M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),150.55,
2005M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.4,
2005M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),228.1,
2005M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2005M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),345.4,
2005M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.02,
2005M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103.25,
2005M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),332.21,
2005M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,376.65,
2005M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,057.92",
2005M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.59,
2005M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),163.12,
2005M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,88.78,
2005M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.3,
2005M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),169.84,
2005M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17,
2005M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),219.8,
2005M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2005M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),343.1,
2005M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.53,
2005M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,108.65,
2005M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),347.24,
2005M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,396.02,
2005M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,230.81",
2005M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.19,
2005M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),235.08,
2005M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,77.78,
2005M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,49.3,
2005M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),152.29,
2005M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.3,
2005M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),209,
2005M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.5,
2005M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),320.2,
2005M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.42,
2005M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,124.79,
2005M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),400.44,
2005M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,405.45,
2005M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,326.13",
2005M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.68,
2005M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),260.02,
2005M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,82.78,
2005M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,59.6,
2005M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),185.12,
2005M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.5,
2005M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),247.9,
2005M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.8,
2005M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),333.1,
2005M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.92,
2005M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2005M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,106.04,
2005M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),345.28,
2005M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,389.86,
2005M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,188.51",
2005M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.98,
2005M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),227.96,
2005M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,89.54,
2005M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2005M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,47,
2005M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),145.92,
2005M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.1,
2005M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),208.9,
2005M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.1,
2005M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),304.1,
2005M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,16.13,
2005M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
2006M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,104.55,
2006M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),331.13,
2006M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,383.41,
2006M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,083.52",
2006M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5,
2006M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),253.33,
2006M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,86.57,
