TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
2006M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.5,
2006M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),138,
2006M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
2006M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),229.9,
2006M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.1,
2006M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),250.6,
2006M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.53,
2006M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,94.55,
2006M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),300.8,
2006M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,358.05,
2006M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,823.25",
2006M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.63,
2006M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),183.77,
2006M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,79.86,
2006M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.4,
2006M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),137.8,
2006M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.2,
2006M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),205.6,
2006M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.1,
2006M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),202.6,
2006M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.55,
2006M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,115.02,
2006M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),367.12,
2006M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,410.37,
2006M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,390.33",
2006M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.02,
2006M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),153.21,
2006M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,89.2,
2006M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,51.5,
2006M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),159.4,
2006M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.2,
2006M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),217.2,
2006M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.7,
2006M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),229.8,
2006M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.02,
2006M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,85.64,
2006M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),277.46,
2006M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,355.03,
2006M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,816.08",
2006M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.87,
2006M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),199.75,
2006M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,75.82,
2006M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,43.4,
2006M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),134.7,
2006M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.5,
2006M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),210.6,
2006M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5,
2006M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),244.4,
2006M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.28,
2006M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,98.79,
2006M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),318.46,
2006M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,401.27,
2006M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,296.47",
2006M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.09,
2006M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),154.42,
2006M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,82.44,
2006M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,48.1,
2006M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),148.3,
2006M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.5,
2006M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),235.8,
2006M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.2,
2006M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),311.8,
2006M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,11.57,
2006M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,87.65,
2006M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),280.7,
2006M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,377.44,
2006M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,064.97",
2006M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.49,
2006M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),125.07,
2006M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,80.94,
2006M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45,
2006M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),138.6,
2006M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.5,
2006M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),223.2,
2006M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.5,
2006M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),330,
2006M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,8.96,
2006M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,76.87,
2006M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),250.03,
2006M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,362.86,
2006M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,939.16",
2006M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.34,
2006M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),118.43,
2006M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,78.52,
2006M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,44.4,
2006M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),137.1,
2006M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.2,
2006M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),221.4,
2006M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.5,
2006M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),324.2,
2006M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.08,
2006M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103.64,
2006M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),329.4,
2006M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,377.17,
2006M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,182.43",
2006M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.59,
2006M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),129.56,
2006M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,85.07,
2006M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,47.3,
2006M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),146.4,
2006M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
2006M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),235.3,
2006M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.5,
2006M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),373.3,
2006M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,11.55,
2006M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,98.94,
2006M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),312.95,
2006M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,397.95,
2006M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,288.25",
2006M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.02,
2006M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),151.4,
2006M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,81.74,
2006M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,53.7,
2006M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165,
2006M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.5,
2006M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),223,
2006M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
2006M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),344.2,
2006M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,9.84,
2006M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,111.43,
2006M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),353.12,
2006M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,419.03,
2006M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,476.76",
2006M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.04,
2006M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),200.43,
2006M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,87.57,
2006M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,53.9,
2006M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),166.5,
2006M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.4,
2006M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),220.4,
2006M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.6,
2006M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),327,
2006M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,10.21,
2006M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,119.07,
2006M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),375.54,
2006M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,419.98,
2006M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,477.52",
2006M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.85,
2006M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),241.88,
2006M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,93.3,
2006M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.8,
2006M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),178.6,
2006M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.8,
2006M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),236.2,
2006M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.8,
2006M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),284,
2006M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.14,
2006M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,96.82,
2006M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),309.82,
2006M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,399.67,
2006M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,274.37",
2006M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.49,
2006M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),276.55,
2006M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,87.84,
2006M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2006M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,39.2,
2006M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),122.8,
2006M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,15.6,
2006M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),199.4,
2006M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.3,
2006M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),266,
2006M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.23,
2006M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2007M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,101.37,
2007M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),317.38,
2007M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,430.43,
2007M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,560.70",
2007M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.1,
2007M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),237.59,
2007M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,92.97,
2007M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),0,
2007M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,50.1,
2007M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),153.5,
2007M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.7,
2007M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),235.5,
2007M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.4,
2007M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),217.2,
2007M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,8.05,
2007M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),0,
2007M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,93.85,
